"","time_id","time_start","time_finish","date_obs"
"1",1,"12:00:00","12:15:00","2016-04-29"
"2",2,"08:00:00","08:15:00","2016-05-01"
"18",3,"07:00:00","07:15:00","2016-05-03"
"33",4,"08:00:00","08:15:00","2016-05-03"
"40",5,"06:00:00","06:15:00","2016-05-05"
"57",6,"23:00:00","23:03:00","2016-05-05"
"58",7,"05:00:00","05:15:00","2016-05-07"
"62",8,"01:00:00","01:15:00","2016-05-12"
"63",9,"08:00:00","08:15:00","2016-05-13"
"77",10,"06:00:00","06:15:00","2016-05-17"
"97",11,"19:00:00","19:15:00","2016-05-17"
"100",12,"05:00:00","05:15:00","2016-05-19"
"106",13,"06:00:00","06:03:00","2016-05-22"
"107",14,"04:00:00","04:15:00","2016-05-22"
"129",15,"13:00:00","13:15:00","2016-05-22"
"137",16,"03:00:00","03:15:00","2016-05-23"
"141",17,"08:00:00","08:03:00","2016-05-24"
"158",18,"12:00:00","12:15:00","2016-05-24"
"163",19,"07:00:00","07:03:00","2016-05-26"
"181",20,"19:00:00","19:03:00","2016-05-28"
"182",21,"23:00:00","23:03:00","2016-05-28"
"183",22,"07:00:00","07:03:00","2016-05-30"
"194",23,"19:00:00","19:15:00","2016-05-30"
"195",24,"19:00:00","19:15:00","2016-06-01"
"204",25,"21:00:00","21:15:00","2016-06-01"
"205",26,"04:00:00","04:15:00","2016-06-01"
"212",27,"05:00:00","05:03:00","2016-06-01"
"223",28,"05:00:00","05:15:00","2016-06-01"
"238",29,"06:00:00","06:15:00","2016-06-01"
"256",30,"07:00:00","07:15:00","2016-06-01"
"274",31,"08:00:00","08:15:00","2016-06-01"
"289",32,"12:00:00","12:15:00","2016-06-01"
"295",33,"13:00:00","13:15:00","2016-06-01"
"306",34,"01:00:00","01:15:00","2016-06-02"
"307",35,"03:00:00","03:15:00","2016-06-02"
"308",36,"04:00:00","04:15:00","2016-06-03"
"312",37,"05:00:00","05:15:00","2016-06-03"
"324",38,"06:00:00","06:15:00","2016-06-03"
"337",39,"07:00:00","07:15:00","2016-06-03"
"353",40,"08:00:00","08:15:00","2016-06-03"
"366",41,"12:00:00","12:15:00","2016-06-03"
"374",42,"13:00:00","13:15:00","2016-06-03"
"381",43,"19:00:00","19:15:00","2016-06-03"
"389",44,"01:00:00","01:15:00","2016-06-04"
"390",45,"03:00:00","03:15:00","2016-06-04"
"391",46,"04:00:00","04:15:00","2016-06-05"
"396",47,"05:00:00","05:15:00","2016-06-05"
"411",48,"06:00:00","06:15:00","2016-06-05"
"428",49,"07:00:00","07:15:00","2016-06-05"
"448",50,"08:00:00","08:03:00","2016-06-05"
"456",51,"08:00:00","08:15:00","2016-06-05"
"466",52,"12:00:00","12:15:00","2016-06-05"
"474",53,"05:00:00","05:15:00","2016-06-07"
"483",54,"06:00:00","06:15:00","2016-06-07"
"504",55,"07:00:00","07:15:00","2016-06-07"
"522",56,"08:00:00","08:15:00","2016-06-07"
"534",57,"19:00:00","19:03:00","2016-06-07"
"545",58,"06:00:00","06:03:00","2016-06-09"
"553",59,"19:00:00","19:03:00","2016-06-10"
"560",60,"05:00:00","05:15:00","2016-06-12"
"575",61,"08:00:00","08:03:00","2016-06-12"
"580",62,"05:00:00","05:03:00","2016-06-14"
"593",63,"05:00:00","05:15:00","2016-06-14"
"595",64,"06:00:00","06:15:00","2016-06-14"
"597",65,"19:00:00","19:03:00","2016-06-14"
"605",66,"07:00:00","07:03:00","2016-06-16"
"619",67,"07:00:00","07:15:00","2016-06-20"
"620",68,"06:00:00","06:15:00","2016-06-22"
"621",69,"23:00:00","23:03:00","2016-06-22"
"622",70,"04:00:00","04:15:00","2016-06-24"
"628",71,"19:00:00","19:15:00","2016-06-24"
"630",72,"19:00:00","19:15:00","2016-06-28"
"631",73,"07:00:00","07:15:00","2016-06-30"
"632",74,"08:00:00","08:15:00","2016-06-30"
"633",75,"19:00:00","19:15:00","2016-06-30"
"634",76,"19:00:00","19:15:00","2016-07-02"
"636",77,"07:00:00","07:15:00","2016-07-04"
"637",78,"08:00:00","08:15:00","2016-07-04"
"639",79,"13:00:00","13:15:00","2016-07-04"
"641",80,"07:00:00","07:15:00","2016-07-06"
"643",81,"08:00:00","08:15:00","2016-07-06"
"646",82,"12:00:00","12:15:00","2016-07-06"
"647",83,"13:00:00","13:15:00","2016-07-06"
"649",84,"04:00:00","04:15:00","2016-07-08"
"650",85,"19:00:00","19:15:00","2016-07-08"
"651",86,"19:00:00","19:15:00","2016-07-10"
"652",87,"04:00:00","04:15:00","2016-05-12"
"660",88,"05:00:00","05:15:00","2016-05-12"
"666",89,"03:00:00","03:15:00","2016-05-13"
"667",90,"06:00:00","06:15:00","2016-05-14"
"678",91,"01:00:00","01:15:00","2016-05-15"
"679",92,"07:00:00","07:15:00","2016-05-16"
"680",93,"08:00:00","08:15:00","2016-05-18"
"692",94,"21:00:00","21:15:00","2016-05-18"
"694",95,"07:00:00","07:03:00","2016-05-20"
"710",96,"12:00:00","12:15:00","2016-05-20"
"721",97,"19:00:00","19:15:00","2016-05-20"
"762",98,"04:00:00","04:15:00","2016-05-24"
"768",99,"05:00:00","05:15:00","2016-05-24"
"806",100,"03:00:00","03:15:00","2016-05-25"
"809",101,"06:00:00","06:15:00","2016-05-26"
"831",102,"19:00:00","19:03:00","2016-05-26"
"842",103,"01:00:00","01:15:00","2016-05-27"
"844",104,"07:00:00","07:15:00","2016-05-28"
"864",105,"08:00:00","08:15:00","2016-05-28"
"883",106,"05:00:00","05:15:00","2016-05-30"
"909",107,"21:00:00","21:15:00","2016-05-30"
"1041",108,"07:00:00","07:03:00","2016-06-03"
"1064",109,"21:00:00","21:15:00","2016-06-03"
"1070",110,"23:00:00","23:15:00","2016-06-03"
"1091",111,"06:00:00","06:03:00","2016-06-05"
"1132",112,"01:00:00","01:15:00","2016-06-08"
"1133",113,"05:00:00","05:15:00","2016-06-11"
"1145",114,"07:00:00","07:03:00","2016-06-11"
"1157",115,"19:00:00","19:03:00","2016-06-11"
"1164",116,"05:00:00","05:03:00","2016-06-13"
"1175",117,"13:00:00","13:15:00","2016-06-13"
"1176",118,"08:00:00","08:03:00","2016-06-15"
"1183",119,"12:00:00","12:15:00","2016-06-15"
"1185",120,"21:00:00","21:03:00","2016-06-15"
"1189",121,"06:00:00","06:03:00","2016-06-17"
"1206",122,"23:00:00","23:03:00","2016-06-17"
"1207",123,"19:00:00","19:15:00","2016-07-05"
"1208",124,"21:00:00","21:15:00","2016-07-11"
"1209",125,"06:00:00","06:15:00","2016-07-15"
"1210",126,"19:00:00","19:15:00","2016-07-15"
"1211",127,"13:00:00","13:15:00","2016-07-17"
"1212",128,"05:00:00","05:15:00","2016-07-19"
"1213",129,"12:00:00","12:15:00","2016-07-19"
"1214",130,"07:00:00","07:15:00","2016-07-23"
"1221",131,"12:00:00","12:15:00","2016-07-23"
"1222",132,"06:00:00","06:15:00","2016-07-25"
"1223",133,"23:00:00","23:03:00","2018-05-19"
"1225",134,"08:00:00","08:03:00","2018-05-23"
"1234",135,"03:00:00","03:15:00","2018-05-24"
"1235",136,"07:00:00","07:03:00","2018-05-25"
"1245",137,"21:00:00","21:03:00","2018-05-27"
"1248",138,"23:00:00","23:03:00","2018-05-27"
"1252",139,"06:00:00","06:03:00","2018-05-29"
"1254",140,"06:00:00","06:03:00","2018-06-02"
"1258",141,"01:00:00","01:15:00","2018-06-03"
"1259",142,"05:00:00","05:15:00","2018-06-06"
"1271",143,"08:00:00","08:03:00","2018-06-06"
"1279",144,"22:00:00","22:03:00","2018-06-08"
"1281",145,"07:00:00","07:03:00","2018-06-10"
"1288",146,"07:00:00","07:03:00","2018-06-12"
"1293",147,"21:00:00","21:03:00","2018-06-12"
"1297",148,"05:00:00","05:15:00","2018-06-14"
"1309",149,"23:00:00","23:03:00","2018-06-14"
"1310",150,"05:00:00","05:03:00","2018-06-16"
"1317",151,"22:00:00","22:03:00","2018-06-16"
"1319",152,"07:00:00","07:03:00","2018-06-18"
"1326",153,"06:00:00","06:03:00","2018-06-20"
"1331",154,"19:00:00","19:03:00","2018-06-20"
"1332",155,"05:00:00","05:15:00","2018-06-22"
"1343",156,"03:00:00","03:15:00","2018-06-23"
"1344",157,"07:00:00","07:03:00","2018-05-23"
"1354",158,"21:00:00","21:03:00","2018-05-25"
"1357",159,"07:00:00","07:03:00","2018-05-27"
"1366",160,"07:00:00","07:03:00","2018-06-02"
"1372",161,"05:00:00","05:15:00","2018-06-04"
"1382",162,"06:00:00","06:03:00","2018-06-04"
"1391",163,"21:00:00","21:03:00","2018-06-04"
"1396",164,"03:00:00","03:15:00","2018-06-07"
"1398",165,"08:00:00","08:03:00","2018-06-08"
"1406",166,"05:00:00","05:03:00","2018-06-10"
"1411",167,"05:00:00","05:15:00","2018-06-12"
"1419",168,"06:00:00","06:03:00","2018-06-12"
"1424",169,"07:00:00","07:03:00","2018-06-14"
"1426",170,"22:00:00","22:03:00","2018-06-14"
"1427",171,"05:00:00","05:15:00","2018-06-16"
"1438",172,"06:00:00","06:03:00","2018-06-16"
"1451",173,"19:00:00","19:03:00","2018-06-16"
"1460",174,"13:00:00","13:15:00","2017-05-04"
"1462",175,"22:00:00","22:03:00","2017-05-04"
"1463",176,"07:00:00","07:15:00","2017-05-08"
"1465",177,"08:00:00","08:15:00","2017-05-08"
"1468",178,"23:00:00","23:15:00","2017-05-08"
"1470",179,"01:00:00","01:15:00","2017-05-09"
"1471",180,"07:00:00","07:15:00","2017-05-10"
"1475",181,"06:00:00","06:15:00","2017-05-12"
"1482",182,"05:00:00","05:15:00","2017-05-14"
"1486",183,"08:00:00","08:15:00","2017-05-18"
"1494",184,"12:00:00","12:15:00","2017-05-18"
"1500",185,"08:00:00","08:03:00","2017-05-20"
"1512",186,"08:00:00","08:15:00","2017-05-20"
"1516",187,"07:00:00","07:15:00","2017-05-22"
"1525",188,"19:00:00","19:03:00","2017-05-22"
"1529",189,"05:00:00","05:15:00","2017-05-24"
"1552",190,"07:00:00","07:03:00","2017-05-26"
"1566",191,"06:00:00","06:03:00","2017-05-28"
"1571",192,"06:00:00","06:03:00","2017-05-31"
"1579",193,"01:00:00","01:15:00","2017-06-01"
"1581",194,"04:00:00","04:15:00","2017-06-02"
"1585",195,"05:00:00","05:15:00","2017-06-02"
"1589",196,"07:00:00","07:15:00","2017-06-02"
"1593",197,"04:00:00","04:15:00","2017-06-04"
"1596",198,"05:00:00","05:15:00","2017-06-04"
"1600",199,"07:00:00","07:03:00","2017-06-04"
"1604",200,"06:00:00","06:15:00","2017-06-06"
"1609",201,"07:00:00","07:03:00","2017-06-06"
"1614",202,"07:00:00","07:15:00","2017-06-06"
"1620",203,"08:00:00","08:15:00","2017-06-06"
"1628",204,"19:00:00","19:15:00","2017-06-06"
"1631",205,"20:00:00","20:03:00","2017-06-06"
"1637",206,"01:00:00","01:15:00","2017-06-07"
"1639",207,"03:00:00","03:03:00","2017-06-07"
"1640",208,"03:00:00","03:15:00","2017-06-07"
"1641",209,"05:00:00","05:15:00","2017-06-08"
"1647",210,"06:00:00","06:15:00","2017-06-08"
"1668",211,"07:00:00","07:15:00","2017-06-08"
"1695",212,"08:00:00","08:15:00","2017-06-08"
"1712",213,"12:00:00","12:15:00","2017-06-08"
"1722",214,"13:00:00","13:15:00","2017-06-08"
"1728",215,"19:00:00","19:15:00","2017-06-08"
"1736",216,"20:00:00","20:15:00","2017-06-08"
"1745",217,"21:00:00","21:15:00","2017-06-08"
"1748",218,"22:00:00","22:15:00","2017-06-08"
"1749",219,"04:00:00","04:15:00","2017-06-08"
"1771",220,"03:00:00","03:15:00","2017-06-09"
"1773",221,"04:00:00","04:15:00","2017-06-10"
"1780",222,"05:00:00","05:15:00","2017-06-10"
"1798",223,"06:00:00","06:15:00","2017-06-10"
"1817",224,"07:00:00","07:15:00","2017-06-10"
"1836",225,"08:00:00","08:15:00","2017-06-10"
"1848",226,"13:00:00","13:15:00","2017-06-10"
"1856",227,"19:00:00","19:15:00","2017-06-10"
"1859",228,"20:00:00","20:15:00","2017-06-10"
"1867",229,"21:00:00","21:15:00","2017-06-10"
"1870",230,"04:00:00","04:15:00","2017-06-12"
"1875",231,"05:00:00","05:03:00","2017-06-12"
"1892",232,"06:00:00","06:15:00","2017-06-12"
"1914",233,"20:00:00","20:03:00","2017-06-12"
"1917",234,"01:00:00","01:15:00","2017-06-13"
"1920",235,"05:00:00","05:15:00","2017-06-14"
"1942",236,"08:00:00","08:03:00","2017-06-14"
"1961",237,"05:00:00","05:03:00","2017-06-16"
"1967",238,"05:00:00","05:15:00","2017-06-18"
"1976",239,"07:00:00","07:03:00","2017-06-18"
"1992",240,"19:00:00","19:15:00","2017-06-26"
"2005",241,"13:00:00","13:15:00","2017-07-06"
"2007",242,"13:00:00","13:15:00","2017-07-10"
"2008",243,"20:00:00","20:15:00","2017-07-10"
"2009",244,"19:00:00","19:15:00","2017-07-12"
"2021",245,"21:00:00","21:15:00","2017-07-12"
"2022",246,"13:00:00","13:15:00","2017-07-18"
"2023",247,"12:00:00","12:15:00","2017-07-20"
"2024",248,"06:00:00","06:15:00","2017-07-22"
"2026",249,"08:00:00","08:15:00","2017-07-22"
"2028",250,"19:00:00","19:15:00","2017-07-22"
"2029",251,"06:00:00","06:15:00","2017-07-30"
"2030",252,"20:00:00","20:15:00","2017-08-03"
"2031",253,"07:00:00","07:15:00","2017-08-09"
"2032",254,"06:00:00","06:15:00","2017-08-11"
"2041",255,"07:00:00","07:15:00","2017-08-11"
"2044",256,"07:00:00","07:15:00","2017-08-25"
"2045",257,"07:00:00","07:03:00","2019-05-24"
"2051",258,"06:00:00","06:03:00","2019-05-26"
"2055",259,"20:00:00","20:03:00","2019-05-28"
"2057",260,"05:00:00","05:15:00","2019-06-01"
"2067",261,"20:00:00","20:03:00","2019-06-03"
"2077",262,"05:00:00","05:03:00","2019-06-05"
"2083",263,"06:00:00","06:03:00","2019-06-07"
"2090",264,"05:00:00","05:15:00","2019-06-13"
"2107",265,"05:00:00","05:03:00","2019-06-15"
"2122",266,"03:00:00","03:15:00","2019-06-18"
"2127",267,"04:00:00","04:15:00","2019-06-25"
"2145",268,"05:00:00","05:15:00","2019-06-25"
"2146",269,"06:00:00","06:15:00","2019-06-25"
"2149",270,"23:00:00","23:15:00","2019-06-29"
"2150",271,"08:00:00","08:03:00","2019-05-19"
"2170",272,"20:00:00","20:03:00","2019-05-21"
"2180",273,"08:00:00","08:03:00","2019-05-23"
"2188",274,"23:00:00","23:15:00","2019-05-27"
"2190",275,"19:00:00","19:03:00","2019-05-31"
"2196",276,"05:00:00","05:15:00","2019-06-04"
"2208",277,"08:00:00","08:03:00","2019-06-04"
"2221",278,"07:00:00","07:03:00","2019-06-06"
"2234",279,"05:00:00","05:15:00","2019-06-10"
"2250",280,"07:00:00","07:03:00","2019-06-18"
"2262",281,"01:00:00","01:15:00","2019-06-19"
"2263",282,"05:00:00","05:15:00","2019-06-24"
"2278",283,"22:00:00","22:03:00","2019-05-18"
"2279",284,"08:00:00","08:03:00","2019-05-22"
"2294",285,"01:00:00","01:15:00","2019-05-23"
"2296",286,"06:00:00","06:03:00","2019-05-24"
"2331",287,"21:00:00","21:03:00","2019-06-01"
"2337",288,"06:00:00","06:03:00","2019-06-03"
"2349",289,"07:00:00","07:03:00","2019-06-05"
"2360",290,"03:00:00","03:15:00","2019-06-06"
"2361",291,"05:00:00","05:15:00","2019-06-07"
"2377",292,"06:00:00","06:15:00","2019-06-13"
"2386",293,"07:00:00","07:03:00","2019-06-13"
"2397",294,"23:00:00","23:15:00","2019-07-01"
"2398",295,"22:00:00","22:03:00","2017-05-09"
"2399",296,"01:00:00","01:15:00","2017-05-14"
"2401",297,"06:00:00","06:03:00","2017-05-21"
"2430",298,"05:00:00","05:03:00","2017-05-25"
"2462",299,"08:00:00","08:03:00","2017-05-27"
"2484",300,"20:00:00","20:03:00","2017-05-29"
"2487",301,"07:00:00","07:03:00","2017-05-31"
"2515",302,"03:00:00","03:15:00","2017-06-01"
"2552",303,"06:00:00","06:15:00","2017-06-02"
"2607",304,"08:00:00","08:15:00","2017-06-02"
"2628",305,"19:00:00","19:15:00","2017-06-02"
"2640",306,"20:00:00","20:15:00","2017-06-02"
"2653",307,"21:00:00","21:15:00","2017-06-02"
"2654",308,"23:00:00","23:15:00","2017-06-02"
"2656",309,"01:00:00","01:15:00","2017-06-03"
"2657",310,"03:00:00","03:15:00","2017-06-03"
"2689",311,"06:00:00","06:03:00","2017-06-04"
"2711",312,"06:00:00","06:15:00","2017-06-04"
"2739",313,"07:00:00","07:15:00","2017-06-04"
"2772",314,"08:00:00","08:15:00","2017-06-04"
"2803",315,"19:00:00","19:03:00","2017-06-04"
"2809",316,"20:00:00","20:15:00","2017-06-04"
"2820",317,"21:00:00","21:15:00","2017-06-04"
"2821",318,"23:00:00","23:15:00","2017-06-04"
"2823",319,"01:00:00","01:15:00","2017-06-05"
"2824",320,"03:00:00","03:15:00","2017-06-05"
"2861",321,"08:00:00","08:03:00","2017-06-08"
"2892",322,"01:00:00","01:15:00","2017-06-09"
"2922",323,"07:00:00","07:03:00","2017-06-10"
"2938",324,"20:00:00","20:03:00","2017-06-10"
"2959",325,"05:00:00","05:15:00","2017-06-12"
"2970",326,"06:00:00","06:03:00","2017-06-14"
"2994",327,"19:00:00","19:03:00","2017-06-14"
"2999",328,"07:00:00","07:03:00","2017-06-16"
"3022",329,"06:00:00","06:15:00","2017-07-02"
"3047",330,"08:00:00","08:15:00","2017-07-30"
"3048",331,"19:00:00","19:03:00","2017-06-29"
"3055",332,"07:00:00","07:03:00","2017-07-01"
"3067",333,"05:00:00","05:03:00","2017-07-03"
"3080",334,"07:00:00","07:03:00","2017-07-05"
"3090",335,"20:00:00","20:03:00","2017-07-05"
"3100",336,"06:00:00","06:03:00","2017-07-07"
"3112",337,"08:00:00","08:03:00","2019-05-31"
"3121",338,"05:00:00","05:15:00","2019-06-02"
"3152",339,"08:00:00","08:03:00","2019-06-02"
"3162",340,"05:00:00","05:03:00","2019-06-04"
"3180",341,"19:00:00","19:15:00","2019-06-04"
"3184",342,"04:00:00","04:03:00","2019-06-06"
"3194",343,"19:00:00","19:03:00","2019-06-06"
"3199",344,"05:00:00","05:15:00","2019-06-08"
"3201",345,"06:00:00","06:15:00","2019-06-08"
"3229",346,"19:00:00","19:03:00","2019-06-08"
"3236",347,"07:00:00","07:03:00","2019-06-10"
"3251",348,"06:00:00","06:03:00","2019-06-12"
"3271",349,"19:00:00","19:03:00","2019-06-12"
"3280",350,"22:00:00","22:03:00","2019-06-14"
"3282",351,"01:00:00","01:15:00","2019-06-15"
"3283",352,"05:00:00","05:03:00","2019-06-16"
"3298",353,"05:00:00","05:15:00","2019-06-18"
"3328",354,"20:00:00","20:03:00","2019-06-18"
"3345",355,"03:00:00","03:15:00","2019-07-05"
"3349",356,"04:00:00","04:15:00","2017-04-29"
"3351",357,"06:00:00","06:15:00","2017-05-05"
"3356",358,"05:00:00","05:15:00","2017-05-07"
"3362",359,"13:00:00","13:15:00","2017-05-09"
"3369",360,"01:00:00","01:15:00","2017-05-10"
"3370",361,"08:00:00","08:15:00","2017-05-13"
"3375",362,"23:00:00","23:03:00","2017-05-13"
"3376",363,"19:00:00","19:15:00","2017-05-15"
"3380",364,"21:00:00","21:15:00","2017-05-15"
"3384",365,"05:00:00","05:03:00","2017-05-21"
"3409",366,"08:00:00","08:15:00","2017-05-21"
"3435",367,"01:00:00","01:15:00","2017-05-22"
"3436",368,"08:00:00","08:03:00","2017-05-23"
"3452",369,"20:00:00","20:03:00","2017-05-25"
"3466",370,"05:00:00","05:15:00","2017-05-27"
"3473",371,"07:00:00","07:03:00","2017-05-27"
"3503",372,"08:00:00","08:15:00","2017-05-27"
"3504",373,"13:00:00","13:15:00","2017-05-27"
"3522",374,"19:00:00","19:15:00","2017-05-27"
"3529",375,"22:00:00","22:03:00","2017-05-27"
"3530",376,"04:00:00","04:15:00","2017-05-29"
"3533",377,"03:00:00","03:15:00","2017-05-30"
"3534",378,"20:00:00","20:03:00","2017-05-30"
"3553",379,"04:00:00","04:15:00","2017-06-01"
"3564",380,"05:00:00","05:15:00","2017-06-01"
"3585",381,"06:00:00","06:15:00","2017-06-01"
"3606",382,"07:00:00","07:15:00","2017-06-01"
"3625",383,"08:00:00","08:03:00","2017-06-01"
"3643",384,"08:00:00","08:15:00","2017-06-01"
"3658",385,"20:00:00","20:15:00","2017-06-01"
"3671",386,"21:00:00","21:15:00","2017-06-01"
"3674",387,"23:00:00","23:15:00","2017-06-01"
"3676",388,"01:00:00","01:15:00","2017-06-02"
"3677",389,"03:00:00","03:15:00","2017-06-02"
"3679",390,"04:00:00","04:15:00","2017-06-03"
"3687",391,"05:00:00","05:15:00","2017-06-03"
"3704",392,"06:00:00","06:15:00","2017-06-03"
"3727",393,"07:00:00","07:15:00","2017-06-03"
"3747",394,"08:00:00","08:15:00","2017-06-03"
"3766",395,"19:00:00","19:15:00","2017-06-03"
"3784",396,"20:00:00","20:15:00","2017-06-03"
"3801",397,"21:00:00","21:15:00","2017-06-03"
"3811",398,"22:00:00","22:15:00","2017-06-03"
"3813",399,"23:00:00","23:15:00","2017-06-03"
"3816",400,"01:00:00","01:15:00","2017-06-04"
"3817",401,"03:00:00","03:15:00","2017-06-04"
"3819",402,"04:00:00","04:15:00","2017-06-05"
"3829",403,"05:00:00","05:03:00","2017-06-05"
"3844",404,"05:00:00","05:15:00","2017-06-05"
"3860",405,"06:00:00","06:15:00","2017-06-05"
"3881",406,"07:00:00","07:15:00","2017-06-05"
"3902",407,"08:00:00","08:15:00","2017-06-05"
"3921",408,"01:00:00","01:15:00","2017-06-06"
"3922",409,"04:00:00","04:15:00","2017-06-07"
"3936",410,"06:00:00","06:15:00","2017-06-07"
"3962",411,"07:00:00","07:03:00","2017-06-07"
"3980",412,"12:00:00","12:15:00","2017-06-07"
"3992",413,"05:00:00","05:15:00","2017-06-09"
"4006",414,"19:00:00","19:03:00","2017-06-09"
"4020",415,"23:00:00","23:15:00","2017-06-09"
"4021",416,"06:00:00","06:03:00","2017-06-11"
"4029",417,"05:00:00","05:15:00","2017-06-13"
"4046",418,"08:00:00","08:03:00","2017-06-13"
"4054",419,"07:00:00","07:03:00","2017-06-15"
"4072",420,"06:00:00","06:03:00","2017-06-17"
"4098",421,"06:00:00","06:15:00","2017-06-17"
"4099",422,"20:00:00","20:03:00","2017-06-17"
"4121",423,"21:00:00","21:15:00","2017-06-25"
"4122",424,"19:00:00","19:15:00","2017-06-30"
"4139",425,"21:00:00","21:15:00","2017-06-30"
"4141",426,"21:00:00","21:15:00","2017-07-28"
"4143",427,"19:00:00","19:15:00","2017-08-01"
"4144",428,"08:00:00","08:15:00","2017-08-03"
"4145",429,"20:00:00","20:15:00","2017-08-07"
"4147",430,"06:00:00","06:15:00","2017-08-27"
"4148",431,"19:00:00","19:15:00","2019-05-15"
"4160",432,"07:00:00","07:03:00","2019-05-23"
"4175",433,"08:00:00","08:03:00","2019-05-25"
"4185",434,"06:00:00","06:03:00","2019-05-27"
"4199",435,"03:00:00","03:15:00","2019-05-28"
"4200",436,"06:00:00","06:15:00","2019-05-29"
"4217",437,"19:00:00","19:03:00","2019-05-29"
"4236",438,"05:00:00","05:03:00","2019-06-02"
"4288",439,"07:00:00","07:03:00","2019-06-08"
"4303",440,"04:00:00","04:03:00","2019-06-10"
"4304",441,"05:00:00","05:03:00","2019-06-10"
"4316",442,"20:00:00","20:03:00","2019-06-10"
"4318",443,"08:00:00","08:03:00","2019-06-12"
"4332",444,"12:00:00","12:03:00","2019-06-14"
"4336",445,"19:00:00","19:03:00","2019-06-14"
"4353",446,"04:00:00","04:15:00","2019-04-26"
"4355",447,"01:00:00","01:15:00","2019-04-29"
"4357",448,"23:00:00","23:03:00","2019-05-04"
"4360",449,"22:00:00","22:03:00","2019-05-10"
"4361",450,"23:00:00","23:03:00","2019-05-14"
"4365",451,"07:00:00","07:15:00","2019-05-16"
"4380",452,"06:00:00","06:03:00","2019-05-20"
"4403",453,"19:00:00","19:03:00","2019-05-22"
"4453",454,"20:00:00","20:03:00","2019-05-26"
"4476",455,"23:00:00","23:15:00","2019-05-26"
"4479",456,"08:00:00","08:03:00","2019-05-28"
"4503",457,"23:00:00","23:03:00","2019-05-28"
"4505",458,"04:00:00","04:15:00","2019-05-30"
"4516",459,"05:00:00","05:03:00","2019-05-30"
"4541",460,"21:00:00","21:15:00","2019-07-17"
"4551",461,"03:00:00","03:15:00","2019-07-20"
"4552",462,"20:00:00","20:03:00","2019-05-20"
"4560",463,"07:00:00","07:03:00","2019-05-22"
"4616",464,"23:00:00","23:15:00","2019-05-30"
"4617",465,"07:00:00","07:03:00","2019-06-01"
"4639",466,"20:00:00","20:03:00","2019-06-01"
"4650",467,"05:00:00","05:03:00","2019-06-03"
"4668",468,"22:00:00","22:03:00","2019-06-03"
"4670",469,"06:00:00","06:15:00","2019-06-05"
"4702",470,"23:00:00","23:15:00","2019-06-05"
"4705",471,"07:00:00","07:03:00","2019-06-07"
"4728",472,"22:00:00","22:03:00","2019-06-07"
"4730",473,"05:00:00","05:03:00","2019-06-09"
"4757",474,"06:00:00","06:15:00","2019-06-09"
"4782",475,"21:00:00","21:03:00","2019-06-09"
"4792",476,"22:00:00","22:03:00","2019-06-09"
"4793",477,"12:00:00","12:03:00","2019-06-11"
"4846",478,"20:00:00","20:03:00","2019-06-15"
"4854",479,"08:00:00","08:03:00","2019-06-17"
"4873",480,"23:00:00","23:03:00","2019-06-17"
"4874",481,"07:00:00","07:15:00","2019-06-19"
"4905",482,"22:00:00","22:15:00","2019-06-25"
"4908",483,"01:00:00","01:15:00","2019-05-30"
"4910",484,"06:00:00","06:03:00","2019-05-30"
"4922",485,"20:00:00","20:03:00","2019-05-30"
"4937",486,"06:00:00","06:15:00","2019-06-02"
"4964",487,"06:00:00","06:03:00","2019-06-05"
"4996",488,"06:00:00","06:15:00","2019-06-07"
"5021",489,"13:00:00","13:03:00","2019-06-08"
"5039",490,"04:00:00","04:03:00","2019-06-12"
"5044",491,"06:00:00","06:03:00","2019-06-13"
"5061",492,"21:00:00","21:03:00","2019-06-13"
"5062",493,"07:00:00","07:03:00","2019-06-15"
"5070",494,"06:00:00","06:15:00","2019-06-17"
"5092",495,"07:00:00","07:03:00","2019-06-17"
"5108",496,"21:00:00","21:03:00","2019-06-17"
"5118",497,"23:00:00","23:15:00","2019-06-19"
"5119",498,"23:00:00","23:15:00","2019-07-02"
"5120",499,"22:00:00","22:03:00","2019-05-22"
"5121",500,"08:00:00","08:03:00","2019-05-24"
"5126",501,"07:00:00","07:03:00","2019-05-26"
"5138",502,"05:00:00","05:03:00","2019-05-28"
"5149",503,"05:00:00","05:03:00","2019-06-01"
"5162",504,"03:00:00","03:15:00","2019-06-02"
"5165",505,"05:00:00","05:15:00","2019-06-05"
"5182",506,"08:00:00","08:03:00","2019-06-07"
"5191",507,"19:00:00","19:03:00","2019-06-07"
"5193",508,"05:00:00","05:15:00","2019-06-09"
"5212",509,"07:00:00","07:03:00","2019-06-09"
"5223",510,"08:00:00","08:03:00","2019-06-11"
"5231",511,"23:00:00","23:15:00","2019-06-11"
"5246",512,"19:00:00","19:03:00","2019-06-13"
"5255",513,"22:00:00","22:03:00","2019-06-13"
"5256",514,"12:00:00","12:03:00","2019-06-15"
"5260",515,"05:00:00","05:15:00","2019-06-17"
"5284",516,"20:00:00","20:03:00","2019-06-17"
"5292",517,"07:00:00","07:03:00","2019-06-19"
"5307",518,"04:00:00","04:03:00","2019-06-21"
"5318",519,"22:00:00","22:03:00","2019-06-25"
"5319",520,"01:00:00","01:15:00","2019-07-02"
"5320",521,"20:00:00","20:03:00","2019-05-31"
