"","time_id","time_start","time_finish","date_obs"
"29392",2422,"20:00:00","20:15:00","2018-06-06"
"29402",2423,"21:00:00","21:15:00","2018-06-06"
"29414",2424,"22:00:00","22:15:00","2018-06-06"
"29416",2425,"23:00:00","23:15:00","2018-06-06"
"29420",2426,"01:00:00","01:15:00","2018-06-07"
"29423",2427,"04:00:00","04:15:00","2018-06-08"
"29426",2428,"05:00:00","05:03:00","2018-06-08"
"29458",2429,"06:00:00","06:15:00","2018-06-08"
"29471",2430,"21:00:00","21:03:00","2018-06-08"
"29527",2431,"19:00:00","19:03:00","2018-06-10"
"29542",2432,"06:00:00","06:15:00","2018-06-12"
"29602",2433,"05:00:00","05:03:00","2018-06-14"
"29624",2434,"22:00:00","22:03:00","2018-04-27"
"29625",2435,"23:00:00","23:03:00","2018-05-03"
"29627",2436,"01:00:00","01:15:00","2018-05-04"
"29628",2437,"06:00:00","06:03:00","2018-05-19"
"29641",2438,"08:00:00","08:03:00","2018-05-21"
"29657",2439,"23:00:00","23:15:00","2018-05-21"
"29673",2440,"20:00:00","20:03:00","2018-05-25"
"29684",2441,"23:00:00","23:03:00","2018-05-29"
"29685",2442,"03:00:00","03:15:00","2018-05-30"
"29686",2443,"05:00:00","05:15:00","2018-05-31"
"29744",2444,"08:00:00","08:15:00","2018-06-08"
"29749",2445,"06:00:00","06:03:00","2018-06-10"
"29760",2446,"06:00:00","06:15:00","2018-06-10"
"29774",2447,"19:00:00","19:03:00","2018-06-12"
"29798",2448,"03:00:00","03:15:00","2018-06-17"
"29801",2449,"23:00:00","23:15:00","2018-05-11"
"29805",2450,"05:00:00","05:03:00","2018-05-19"
"29882",2451,"23:00:00","23:03:00","2018-05-25"
"30053",2452,"08:00:00","08:03:00","2018-06-14"
"30066",2453,"21:00:00","21:03:00","2018-06-14"
"30102",2454,"06:00:00","06:15:00","2018-06-18"
"30120",2455,"23:00:00","23:03:00","2018-06-22"
"30127",2456,"03:00:00","03:15:00","2018-05-06"
"30132",2457,"01:00:00","01:15:00","2018-05-18"
"30133",2458,"08:00:00","08:03:00","2018-05-19"
"30153",2459,"07:00:00","07:03:00","2018-05-21"
"30172",2460,"22:00:00","22:03:00","2018-05-23"
"30181",2461,"06:00:00","06:03:00","2018-05-27"
"30417",2462,"05:00:00","05:15:00","2018-06-18"
"30429",2463,"22:00:00","22:03:00","2018-06-22"
